Fecha,Producto,Región,Ventas
2023-05-15,C,Centro,16
2023-05-16,C,Norte,67
2023-05-16,A,Este,65
2023-05-16,C,Este,80
2023-05-16,D,Este,68
2023-05-16,C,Este,40
2023-05-16,C,Norte,51
2023-05-16,D,Centro,63
2023-05-16,B,Centro,77
2023-05-17,B,Norte,111
2023-05-17,A,Norte,84
2023-05-17,A,Este,99
2023-05-18,E,Centro,50
2023-05-18,D,Sur,39
2023-05-18,C,Oeste,69
2023-05-18,D,Norte,30
2023-05-18,E,Oeste,44
2023-05-18,E,Norte,61
2023-05-18,C,Este,15
2023-05-18,C,Oeste,23
2023-05-18,A,Este,72
2023-05-18,A,Norte,39
2023-05-19,D,Sur,25
2023-05-19,E,Este,60
2023-05-19,B,Sur,52
2023-05-19,E,Sur,58
2023-05-20,A,Norte,42
2023-05-20,B,Norte,46
2023-05-20,E,Centro,12
2023-05-20,A,Sur,68
2023-05-20,A,Este,88
2023-05-20,D,Este,46
2023-05-21,C,Centro,64
2023-05-21,D,Oeste,47
2023-05-21,A,Centro,50
2023-05-21,C,Centro,51
2023-05-21,C,Oeste,71
2023-05-21,D,Sur,74
2023-05-22,D,Centro,75
2023-05-22,C,Norte,81
2023-05-22,E,Norte,51
2023-05-22,E,Centro,76
2023-05-22,C,Oeste,36
2023-05-22,E,Norte,62
2023-05-22,A,Oeste,45
2023-05-22,A,Sur,80
2023-05-23,E,Centro,21
2023-05-23,C,Centro,60
2023-05-23,C,Oeste,28
2023-05-23,B,Centro,72
2023-05-23,B,Centro,33
2023-05-23,C,Oeste,29
2023-05-23,B,Centro,79
2023-05-24,E,Sur,33
2023-05-24,B,Este,87
2023-05-24,D,Centro,51
2023-05-24,E,Este,65
2023-05-24,D,Este,41
2023-05-24,D,Centro,69
2023-05-24,D,Sur,23
2023-05-24,E,Oeste,33
2023-05-24,A,Oeste,67
2023-05-25,D,Este,75
2023-05-25,C,Centro,36
2023-05-25,D,Norte,94
2023-05-25,B,Sur,39
2023-05-25,D,Norte,84
2023-05-25,D,Sur,31
2023-05-25,D,Centro,61
2023-05-26,B,Centro,32
2023-05-26,C,Sur,18
2023-05-26,B,Oeste,56
2023-05-26,C,Centro,31
2023-05-26,E,Oeste,16
2023-05-26,D,Oeste,13
2023-05-26,A,Sur,82
2023-05-26,E,Norte,90
2023-05-27,B,Oeste,30
2023-05-27,B,Oeste,40
2023-05-27,D,Oeste,23
2023-05-27,B,Norte,53
2023-05-27,A,Sur,44
2023-05-27,A,Sur,24
2023-05-27,E,Sur,71
2023-05-28,B,Este,90
2023-05-28,A,Norte,59
2023-05-28,E,Oeste,37
2023-05-28,B,Sur,61
2023-05-28,A,Oeste,82
2023-05-28,B,Norte,87
2023-05-28,E,Sur,65
2023-05-28,C,Norte,28
2023-05-28,A,Centro,78
2023-05-28,E,Este,56
2023-05-29,D,Sur,73
2023-05-29,E,Sur,67
2023-05-29,B,Centro,62
2023-05-29,A,Este,61
2023-05-29,A,Este,46
2023-05-29,C,Centro,39
2023-05-29,C,Norte,21
2023-05-29,B,Sur,45
2023-05-29,D,Este,29
2023-05-30,C,Centro,55
2023-05-30,B,Centro,82
2023-05-30,A,Este,80
2023-05-30,C,Centro,19
2023-05-31,A,Norte,91
2023-05-31,D,Este,53
2023-05-31,A,Sur,33
2023-05-31,C,Sur,52
2023-05-31,C,Sur,52
2023-05-31,D,Este,21
2023-05-31,D,Sur,72
2023-05-31,B,Oeste,61
2023-06-01,D,Oeste,12
2023-06-01,D,Oeste,31
2023-06-01,D,Norte,80
2023-06-01,D,Oeste,30
2023-06-01,B,Oeste,89
2023-06-01,E,Oeste,35
2023-06-01,A,Norte,92
2023-06-01,B,Este,40
2023-06-01,E,Centro,22
2023-06-01,C,Centro,18
2023-06-01,D,Centro,62
2023-06-02,A,Este,72
2023-06-02,B,Este,61
2023-06-02,A,Sur,53
2023-06-02,A,Este,100
2023-06-02,D,Sur,36
2023-06-02,C,Sur,10
2023-06-03,C,Sur,21
2023-06-03,A,Sur,68
2023-06-03,B,Sur,52
2023-06-03,E,Oeste,73
2023-06-03,B,Norte,85
2023-06-03,B,Sur,67
2023-06-03,A,Sur,67
2023-06-03,C,Centro,38
2023-06-03,E,Norte,37
2023-06-04,B,Este,94
2023-06-04,E,Oeste,18
2023-06-04,C,Norte,52
2023-06-04,A,Norte,87
2023-06-04,A,Oeste,57
2023-06-04,D,Este,32
2023-06-04,B,Este,38
2023-06-04,E,Sur,36
2023-06-05,A,Oeste,31
2023-06-05,A,Centro,77
2023-06-05,C,Oeste,10
2023-06-06,B,Este,59
2023-06-06,C,Norte,55
2023-06-06,C,Centro,18
2023-06-06,B,Sur,52
2023-06-06,E,Sur,41
2023-06-06,E,Sur,36
2023-06-06,D,Norte,27
2023-06-06,A,Oeste,87
2023-06-06,A,Centro,95
2023-06-06,C,Sur,25
2023-06-06,E,Este,23
2023-06-06,E,Oeste,22
2023-06-07,E,Sur,20
2023-06-07,B,Este,91
2023-06-07,C,Oeste,58
2023-06-07,D,Este,78
2023-06-08,D,Sur,18
2023-06-08,D,Centro,42
2023-06-08,B,Este,57
2023-06-08,B,Norte,108
2023-06-08,C,Sur,24
2023-06-09,A,Norte,65
2023-06-09,B,Oeste,34
2023-06-09,B,Este,76
2023-06-09,A,Este,41
2023-06-09,A,Sur,91
2023-06-09,B,Este,43
2023-06-10,B,Este,65
2023-06-10,E,Oeste,73
2023-06-10,A,Norte,80
2023-06-10,D,Sur,53
2023-06-10,E,Este,25
2023-06-10,B,Sur,99
2023-06-10,A,Sur,92
2023-06-10,C,Este,11
2023-06-10,A,Oeste,87
2023-06-10,D,Este,78
2023-06-11,D,Norte,56
2023-06-11,E,Norte,87
2023-06-11,E,Norte,29
2023-06-11,A,Oeste,74
2023-06-11,A,Oeste,82
2023-06-11,E,Centro,37
2023-06-11,B,Norte,69
2023-06-11,A,Centro,40
2023-06-11,B,Este,95
2023-06-11,D,Norte,68
2023-06-12,E,Centro,70
2023-06-12,E,Este,25
2023-06-12,A,Centro,38
2023-06-12,E,Norte,83
2023-06-12,A,Norte,99
2023-06-12,D,Oeste,10
2023-06-13,E,Este,58
2023-06-13,C,Centro,29
2023-06-13,D,Centro,68
2023-06-13,A,Centro,48
2023-06-13,A,Oeste,91
2023-06-13,A,Sur,56
2023-06-14,C,Norte,74
2023-06-14,D,Este,62
2023-06-14,E,Centro,40
2023-06-14,A,Oeste,84
2023-06-14,B,Sur,59
2023-06-14,A,Oeste,75
2023-06-15,E,Centro,10
2023-06-15,E,Sur,63
2023-06-15,A,Centro,62
2023-06-15,A,Oeste,98
2023-06-15,D,Sur,25
2023-06-15,A,Centro,53
2023-06-15,B,Este,85
2023-06-15,A,Norte,50
2023-06-16,D,Centro,47
2023-06-16,B,Centro,40
2023-06-16,E,Oeste,58
2023-06-16,D,Centro,33
2023-06-16,E,Sur,31
2023-06-16,D,Oeste,40
2023-06-16,B,Oeste,33
2023-06-17,C,Este,71
2023-06-17,A,Este,67
2023-06-17,B,Norte,86
2023-06-17,D,Este,76
2023-06-17,E,Sur,39
2023-06-17,D,Este,39
2023-06-17,B,Este,36
2023-06-17,D,Oeste,38
2023-06-17,A,Este,91
2023-06-18,B,Este,83
2023-06-18,A,Este,94
2023-06-18,C,Este,13
2023-06-18,B,Sur,82
2023-06-18,D,Norte,68
2023-06-18,D,Norte,65
2023-06-18,C,Norte,58
2023-06-18,C,Centro,66
2023-06-18,C,Sur,74
2023-06-18,A,Este,84
2023-06-18,C,Oeste,21
2023-06-18,E,Oeste,11
2023-06-19,C,Este,22
2023-06-19,E,Norte,29
2023-06-19,D,Sur,10
2023-06-19,A,Oeste,71
2023-06-19,B,Oeste,85
2023-06-20,C,Norte,25
2023-06-20,C,Sur,70
2023-06-20,B,Oeste,44
2023-06-20,C,Sur,41
2023-06-21,D,Oeste,64
2023-06-21,B,Norte,54
2023-06-21,C,Oeste,46
2023-06-21,C,Oeste,18
2023-06-21,B,Centro,91
2023-06-21,E,Oeste,75
2023-06-21,A,Oeste,49
2023-06-21,B,Norte,41
2023-06-21,A,Norte,100
2023-06-21,A,Sur,74
2023-06-22,D,Sur,32
2023-06-22,A,Este,55
2023-06-22,D,Norte,28
2023-06-22,D,Norte,86
2023-06-22,A,Este,61
2023-06-23,C,Oeste,53
2023-06-23,A,Centro,71
2023-06-23,A,Sur,70
2023-06-23,C,Sur,14
2023-06-23,A,Sur,39
2023-06-23,C,Este,63
2023-06-24,E,Sur,31
2023-06-24,E,Este,22
2023-06-24,A,Sur,69
2023-06-25,B,Este,81
2023-06-25,A,Centro,52
2023-06-25,A,Este,73
2023-06-25,C,Norte,85
2023-06-25,D,Oeste,61
2023-06-26,A,Sur,79
2023-06-26,C,Este,42
2023-06-26,B,Centro,93
2023-06-26,B,Sur,33
2023-06-26,D,Norte,59
2023-06-27,E,Oeste,51
2023-06-27,D,Centro,53
2023-06-27,E,Sur,17
2023-06-27,C,Norte,83
2023-06-27,B,Este,43
2023-06-27,B,Sur,91
2023-06-27,D,Centro,23
2023-06-27,B,Sur,65
2023-06-28,C,Norte,37
2023-06-28,D,Norte,88
2023-06-28,A,Norte,49
2023-06-28,E,Sur,44
2023-06-28,E,Sur,28
2023-06-28,D,Centro,70
2023-06-28,A,Norte,51
2023-06-28,D,Norte,35
2023-06-29,B,Norte,61
2023-06-29,C,Sur,15
2023-06-29,A,Este,47
2023-06-30,D,Centro,68
2023-06-30,A,Oeste,93
2023-06-30,E,Oeste,16
2023-06-30,A,Sur,34
2023-06-30,E,Centro,45
2023-06-30,D,Este,24
2023-07-01,C,Este,66
2023-07-01,D,Este,10
2023-07-01,E,Sur,10
2023-07-01,C,Norte,46
2023-07-01,D,Oeste,77
2023-07-01,D,Sur,72
2023-07-01,D,Centro,24
2023-07-01,A,Sur,62
2023-07-01,A,Sur,44
2023-07-01,C,Norte,22
2023-07-01,E,Norte,39
2023-07-02,E,Norte,63
2023-07-02,D,Centro,19
2023-07-02,E,Centro,14
2023-07-02,B,Sur,36
2023-07-02,E,Este,24
2023-07-02,C,Sur,44
2023-07-03,A,Sur,81
2023-07-03,E,Oeste,68
2023-07-03,A,Sur,83
2023-07-03,A,Oeste,68
2023-07-03,C,Norte,30
2023-07-03,A,Oeste,43
2023-07-03,A,Norte,104
2023-07-03,C,Oeste,41
2023-07-03,D,Sur,12
2023-07-04,D,Norte,37
2023-07-04,B,Oeste,77
2023-07-04,A,Norte,103
2023-07-04,E,Norte,77
2023-07-04,B,Oeste,40
2023-07-04,B,Este,35
2023-07-05,A,Norte,112
2023-07-05,B,Centro,81
2023-07-05,E,Este,31
2023-07-05,A,Oeste,45
2023-07-05,D,Este,59
2023-07-06,A,Este,65
2023-07-06,E,Este,68
2023-07-06,B,Norte,53
2023-07-06,E,Sur,53
2023-07-06,A,Sur,55
2023-07-06,B,Norte,93
2023-07-06,D,Sur,73
2023-07-06,D,Este,50
2023-07-07,C,Sur,69
2023-07-07,D,Centro,23
2023-07-07,A,Oeste,81
2023-07-07,C,Centro,43
2023-07-07,C,Norte,38
2023-07-07,C,Norte,48
2023-07-07,D,Centro,10
2023-07-07,B,Norte,67
2023-07-08,A,Norte,71
2023-07-08,B,Centro,34
2023-07-08,C,Oeste,35
2023-07-08,C,Sur,10
2023-07-08,D,Sur,10
2023-07-08,B,Centro,63
2023-07-08,C,Norte,57
2023-07-08,C,Oeste,39
2023-07-08,B,Oeste,80
2023-07-09,E,Norte,24
2023-07-09,A,Norte,98
2023-07-09,B,Centro,80
2023-07-09,A,Centro,64
2023-07-09,D,Oeste,43
2023-07-09,C,Norte,28
2023-07-10,C,Norte,20
2023-07-10,A,Norte,74
2023-07-10,B,Norte,61
2023-07-10,B,Sur,90
2023-07-10,C,Centro,12
2023-07-10,B,Sur,89
2023-07-10,D,Centro,32
2023-07-10,C,Oeste,34
2023-07-10,A,Sur,39
2023-07-10,A,Centro,38
2023-07-10,A,Este,64
2023-07-11,E,Este,40
2023-07-11,E,Oeste,37
2023-07-11,C,Oeste,28
2023-07-11,C,Norte,69
2023-07-12,A,Centro,72
2023-07-12,D,Norte,31
2023-07-12,B,Oeste,92
2023-07-12,D,Centro,40
2023-07-12,A,Este,99
2023-07-12,B,Este,59
2023-07-12,E,Centro,77
2023-07-12,B,Oeste,32
2023-07-12,E,Centro,37
2023-07-12,E,Este,73
2023-07-12,A,Sur,43
2023-07-12,D,Norte,61
2023-07-13,A,Oeste,77
2023-07-13,D,Sur,37
2023-07-13,C,Oeste,21
2023-07-13,A,Norte,102
2023-07-14,D,Sur,37
2023-07-14,D,Centro,79
2023-07-14,C,Centro,80
2023-07-14,A,Norte,104
2023-07-15,B,Norte,104
2023-07-15,D,Este,80
2023-07-15,E,Sur,75
2023-07-15,C,Este,73
2023-07-15,A,Norte,69
2023-07-16,D,Sur,21
2023-07-16,B,Oeste,92
2023-07-16,D,Centro,42
2023-07-16,B,Este,68
2023-07-16,C,Oeste,11
2023-07-16,A,Centro,62
2023-07-16,D,Este,66
2023-07-16,C,Centro,62
2023-07-16,B,Sur,48
2023-07-16,A,Centro,33
2023-07-17,B,Norte,75
2023-07-17,B,Norte,66
2023-07-17,A,Este,50
2023-07-17,D,Este,44
2023-07-17,E,Centro,16
2023-07-17,E,Sur,43
2023-07-17,E,Norte,83
2023-07-17,A,Centro,60
2023-07-17,C,Sur,56
2023-07-17,D,Oeste,53
2023-07-17,C,Este,78
2023-07-17,D,Norte,32
2023-07-17,B,Oeste,77
2023-07-17,B,Norte,90
2023-07-18,C,Centro,66
2023-07-18,D,Este,54
2023-07-18,C,Este,40
2023-07-18,D,Sur,56
2023-07-18,E,Centro,38
2023-07-18,B,Este,39
2023-07-18,C,Este,58
2023-07-18,C,Centro,31
2023-07-18,C,Este,71
2023-07-18,C,Este,28
2023-07-18,E,Oeste,34
2023-07-19,C,Este,62
2023-07-19,B,Sur,29
2023-07-19,E,Norte,71
2023-07-19,C,Oeste,55
2023-07-19,B,Sur,48
2023-07-19,E,Este,32
2023-07-19,C,Norte,29
2023-07-19,A,Centro,55
2023-07-19,B,Sur,85
2023-07-20,E,Sur,29
2023-07-20,D,Este,58
2023-07-20,D,Norte,66
2023-07-20,B,Este,67
2023-07-20,E,Norte,74
2023-07-20,B,Sur,42
2023-07-20,A,Oeste,76
2023-07-20,B,Este,68
2023-07-21,A,Centro,79
2023-07-21,B,Este,69
2023-07-21,A,Norte,88
2023-07-21,A,Centro,83
2023-07-21,B,Centro,73
2023-07-21,C,Centro,34
2023-07-21,A,Norte,55
2023-07-21,A,Este,85
2023-07-21,B,Este,87
2023-07-21,D,Norte,72
2023-07-22,E,Oeste,52
2023-07-22,D,Centro,33
2023-07-22,D,Oeste,35
2023-07-23,B,Oeste,45
2023-07-23,A,Norte,95
2023-07-23,A,Oeste,81
2023-07-23,B,Sur,94
2023-07-23,A,Norte,90
2023-07-23,E,Oeste,32
2023-07-23,A,Oeste,66
2023-07-24,E,Sur,10
2023-07-24,C,Sur,36
2023-07-24,C,Este,20
2023-07-24,A,Norte,63
2023-07-24,A,Centro,49
2023-07-24,E,Norte,44
2023-07-24,C,Norte,64
2023-07-24,B,Oeste,67
2023-07-25,B,Centro,76
2023-07-26,A,Oeste,54
2023-07-26,E,Sur,13
2023-07-26,C,Centro,60
2023-07-26,B,Este,52
2023-07-26,B,Este,47
2023-07-26,B,Oeste,97
2023-07-26,E,Este,34
2023-07-26,D,Norte,86
2023-07-26,E,Sur,56
2023-07-27,B,Este,97
2023-07-27,A,Oeste,92
2023-07-27,B,Centro,35
2023-07-27,C,Norte,76
2023-07-27,A,Centro,41
2023-07-27,C,Norte,52
2023-07-27,D,Sur,57
2023-07-27,B,Oeste,86
2023-07-27,C,Este,48
2023-07-28,E,Oeste,29
2023-07-28,C,Sur,23
2023-07-28,B,Centro,59
2023-07-29,C,Sur,28
2023-07-29,E,Norte,58
2023-07-29,B,Norte,46
2023-07-29,D,Norte,47
2023-07-30,E,Norte,56
2023-07-30,A,Norte,98
2023-07-30,B,Este,97
2023-07-30,D,Norte,69
2023-07-30,E,Sur,10
2023-07-30,B,Sur,64
2023-07-31,E,Este,59
2023-07-31,E,Oeste,68
2023-07-31,E,Centro,11
2023-07-31,D,Centro,78
2023-07-31,B,Sur,56
2023-07-31,A,Norte,46
2023-07-31,A,Sur,68
2023-07-31,D,Oeste,12
2023-07-31,E,Este,80
2023-08-01,D,Norte,77
2023-08-01,C,Norte,37
2023-08-01,E,Oeste,62
2023-08-01,E,Oeste,74
2023-08-01,D,Este,40
2023-08-01,C,Norte,78
2023-08-01,D,Este,41
2023-08-01,B,Este,40
2023-08-01,A,Oeste,46
2023-08-02,D,Norte,84
2023-08-02,E,Norte,44
2023-08-02,B,Norte,92
2023-08-02,E,Centro,19
2023-08-03,D,Este,10
2023-08-03,E,Norte,22
2023-08-03,A,Oeste,38
2023-08-03,C,Sur,40
2023-08-03,E,Norte,39
2023-08-03,A,Sur,79
2023-08-03,B,Centro,31
2023-08-03,C,Norte,44
2023-08-04,E,Sur,62
2023-08-04,D,Centro,51
2023-08-04,B,Oeste,49
2023-08-04,C,Centro,59
2023-08-04,C,Norte,18
2023-08-04,E,Centro,50
2023-08-05,C,Centro,75
2023-08-05,E,Oeste,44
2023-08-05,E,Este,52
2023-08-05,B,Este,94
2023-08-05,B,Este,67
2023-08-05,E,Sur,43
2023-08-06,A,Sur,53
2023-08-06,D,Norte,57
2023-08-06,A,Sur,83
2023-08-06,A,Centro,63
2023-08-07,B,Oeste,91
2023-08-07,C,Este,56
2023-08-07,A,Centro,100
2023-08-07,C,Centro,14
2023-08-08,E,Este,56
2023-08-08,E,Sur,61
2023-08-08,E,Sur,67
2023-08-08,D,Centro,43
2023-08-08,E,Oeste,53
2023-08-08,B,Este,65
2023-08-08,D,Oeste,77
2023-08-09,D,Oeste,68
2023-08-09,B,Oeste,77
2023-08-09,D,Norte,60
2023-08-09,C,Sur,61
2023-08-09,E,Oeste,48
2023-08-09,B,Norte,64
2023-08-10,D,Centro,70
2023-08-10,C,Sur,13
2023-08-10,D,Oeste,11
2023-08-10,B,Este,56
2023-08-10,A,Centro,48
2023-08-10,B,Este,54
2023-08-10,A,Centro,57
2023-08-11,C,Sur,15
2023-08-11,A,Norte,53
2023-08-11,C,Norte,39
2023-08-11,E,Centro,33
2023-08-11,B,Centro,54
2023-08-11,B,Sur,57
2023-08-12,B,Sur,92
2023-08-12,E,Norte,26
2023-08-12,B,Norte,60
2023-08-12,B,Este,31
2023-08-12,B,Centro,33
2023-08-12,E,Oeste,57
2023-08-12,D,Este,54
2023-08-13,D,Sur,12
2023-08-13,A,Este,37
2023-08-13,D,Oeste,62
2023-08-13,A,Este,83
2023-08-13,B,Este,72
2023-08-13,B,Sur,79
2023-08-13,C,Oeste,67
2023-08-13,B,Sur,39
2023-08-13,B,Oeste,67
2023-08-13,C,Este,34
2023-08-13,B,Este,82
2023-08-13,B,Oeste,49
2023-08-13,B,Oeste,49
2023-08-14,A,Norte,45
2023-08-14,A,Sur,60
2023-08-14,B,Centro,38
2023-08-14,B,Centro,73
2023-08-14,A,Este,77
2023-08-14,B,Este,93
2023-08-14,B,Oeste,99
2023-08-14,B,Este,82
2023-08-14,E,Oeste,33
2023-08-14,D,Centro,45
2023-08-15,B,Este,97
2023-08-15,C,Centro,56
2023-08-15,C,Norte,48
2023-08-15,E,Norte,80
2023-08-15,C,Sur,11
2023-08-15,A,Centro,66
2023-08-15,B,Centro,33
2023-08-15,A,Oeste,68
2023-08-15,D,Este,56
2023-08-16,D,Este,13
2023-08-16,C,Norte,25
2023-08-16,C,Centro,61
2023-08-16,C,Sur,75
2023-08-16,D,Este,60
2023-08-17,A,Norte,80
2023-08-17,D,Oeste,21
2023-08-17,C,Oeste,52
2023-08-17,B,Norte,105
2023-08-18,A,Sur,44
2023-08-18,A,Centro,99
2023-08-18,D,Este,16
2023-08-18,E,Centro,80
2023-08-18,A,Norte,106
2023-08-18,C,Norte,70
2023-08-18,C,Este,59
2023-08-18,C,Sur,60
2023-08-18,C,Centro,49
2023-08-19,C,Oeste,71
2023-08-19,C,Sur,69
2023-08-19,C,Este,44
2023-08-19,E,Oeste,54
2023-08-19,B,Sur,62
2023-08-19,C,Este,36
2023-08-19,A,Sur,86
2023-08-19,B,Este,82
2023-08-20,C,Centro,17
2023-08-20,C,Sur,60
2023-08-20,B,Este,55
2023-08-20,E,Sur,62
2023-08-20,A,Este,67
2023-08-20,D,Sur,34
2023-08-20,B,Oeste,97
2023-08-20,D,Centro,13
2023-08-20,E,Norte,41
2023-08-21,B,Sur,33
2023-08-21,C,Norte,65
2023-08-21,E,Centro,60
2023-08-21,D,Oeste,21
2023-08-21,C,Sur,48
2023-08-22,B,Oeste,82
2023-08-22,E,Sur,10
2023-08-22,C,Centro,58
2023-08-22,D,Este,59
2023-08-22,C,Este,40
2023-08-22,B,Sur,57
2023-08-23,C,Norte,60
2023-08-23,D,Norte,37
2023-08-23,C,Sur,52
2023-08-23,D,Oeste,54
2023-08-23,E,Oeste,56
2023-08-23,C,Este,41
2023-08-23,C,Oeste,48
2023-08-23,C,Este,43
2023-08-23,D,Norte,29
2023-08-23,A,Este,81
2023-08-23,D,Norte,29
2023-08-24,E,Norte,82
2023-08-24,A,Oeste,96
2023-08-24,D,Norte,76
2023-08-24,C,Centro,74
2023-08-24,D,Oeste,26
2023-08-24,E,Este,38
2023-08-24,B,Oeste,74
2023-08-25,D,Oeste,68
2023-08-25,B,Norte,47
2023-08-25,D,Centro,78
2023-08-25,A,Sur,93
2023-08-25,D,Centro,70
2023-08-26,A,Centro,32
2023-08-26,E,Norte,43
2023-08-26,C,Este,68
2023-08-26,E,Sur,44
2023-08-26,D,Este,71
2023-08-26,A,Norte,94
2023-08-27,A,Oeste,62
2023-08-27,D,Oeste,45
2023-08-27,A,Oeste,65
2023-08-27,A,Centro,45
2023-08-27,A,Norte,110
2023-08-27,D,Este,79
2023-08-28,E,Sur,42
2023-08-28,E,Norte,74
2023-08-29,E,Norte,68
2023-08-29,D,Centro,52
2023-08-29,C,Sur,26
2023-08-29,C,Centro,55
2023-08-29,E,Sur,52
2023-08-29,C,Norte,32
2023-08-29,D,Norte,29
2023-08-29,C,Sur,33
2023-08-29,D,Centro,51
2023-08-30,D,Norte,65
2023-08-30,A,Sur,59
2023-08-30,A,Sur,38
2023-08-30,D,Oeste,60
2023-08-30,B,Sur,60
2023-08-30,D,Centro,28
2023-08-31,D,Centro,37
2023-08-31,B,Centro,69
2023-08-31,B,Este,77
2023-08-31,C,Sur,73
2023-08-31,E,Norte,30
2023-09-01,D,Centro,42
2023-09-02,E,Sur,78
2023-09-02,B,Oeste,44
2023-09-02,B,Centro,34
2023-09-03,B,Oeste,55
2023-09-03,B,Este,88
2023-09-03,B,Este,100
2023-09-03,E,Centro,73
2023-09-03,C,Centro,59
2023-09-04,B,Sur,56
2023-09-04,B,Centro,97
2023-09-04,E,Norte,51
2023-09-04,C,Este,16
2023-09-04,D,Centro,68
2023-09-04,A,Sur,82
2023-09-04,A,Centro,99
2023-09-04,C,Sur,56
2023-09-05,D,Norte,56
2023-09-05,D,Centro,31
2023-09-05,D,Oeste,63
2023-09-05,B,Este,84
2023-09-05,E,Centro,46
2023-09-06,D,Norte,71
2023-09-06,B,Sur,23
2023-09-06,A,Este,85
2023-09-06,B,Norte,44
2023-09-06,C,Sur,70
2023-09-06,D,Este,73
2023-09-06,C,Este,67
2023-09-07,E,Norte,33
2023-09-07,B,Centro,56
2023-09-07,B,Sur,48
2023-09-07,D,Centro,58
2023-09-07,C,Este,53
2023-09-07,A,Sur,48
2023-09-08,C,Norte,63
2023-09-08,A,Norte,90
2023-09-08,D,Sur,60
2023-09-08,E,Oeste,40
2023-09-08,B,Oeste,78
2023-09-08,A,Norte,77
2023-09-08,E,Este,36
2023-09-08,D,Centro,27
2023-09-09,C,Oeste,72
2023-09-09,D,Oeste,44
2023-09-09,E,Oeste,67
2023-09-09,B,Norte,97
2023-09-09,C,Este,36
2023-09-09,E,Centro,46
2023-09-09,B,Oeste,57
2023-09-09,B,Sur,30
2023-09-09,A,Este,87
2023-09-10,D,Oeste,15
2023-09-10,A,Este,72
2023-09-10,E,Este,54
2023-09-10,D,Centro,35
2023-09-10,E,Este,64
2023-09-10,D,Este,38
2023-09-10,E,Centro,15
2023-09-11,A,Centro,72
2023-09-11,D,Oeste,28
2023-09-11,A,Sur,87
2023-09-11,C,Oeste,38
2023-09-11,B,Norte,45
2023-09-11,E,Norte,89
2023-09-11,B,Este,53
2023-09-11,B,Oeste,44
2023-09-11,C,Oeste,26
2023-09-12,D,Oeste,61
2023-09-12,A,Este,71
2023-09-12,C,Sur,10
2023-09-12,E,Centro,46
2023-09-12,C,Norte,85
2023-09-12,C,Norte,76
2023-09-12,B,Oeste,66
2023-09-13,C,Norte,51
2023-09-13,E,Norte,72
2023-09-13,C,Centro,58
2023-09-14,B,Este,72
2023-09-14,A,Centro,41
2023-09-14,B,Sur,59
2023-09-14,A,Sur,61
2023-09-14,A,Oeste,90
2023-09-14,B,Norte,75
2023-09-14,D,Norte,80
2023-09-15,D,Sur,70
2023-09-15,D,Centro,44
2023-09-15,E,Oeste,31
2023-09-15,B,Norte,64
2023-09-15,E,Norte,48
2023-09-15,B,Este,66
2023-09-15,A,Centro,71
2023-09-15,A,Norte,93
2023-09-15,C,Centro,74
2023-09-16,B,Oeste,78
2023-09-16,E,Sur,51
2023-09-16,C,Este,60
2023-09-16,B,Centro,97
2023-09-16,A,Oeste,100
2023-09-17,C,Este,16
2023-09-17,A,Norte,83
2023-09-17,B,Centro,53
2023-09-17,B,Este,49
2023-09-17,C,Oeste,19
2023-09-18,D,Sur,16
2023-09-18,C,Oeste,67
2023-09-18,B,Centro,37
2023-09-18,D,Sur,75
2023-09-18,E,Norte,79
2023-09-18,E,Centro,35
2023-09-18,E,Norte,33
2023-09-19,B,Oeste,53
2023-09-19,D,Sur,45
2023-09-19,A,Este,89
2023-09-19,E,Centro,74
2023-09-19,C,Oeste,80
2023-09-20,A,Norte,47
2023-09-20,A,Norte,42
2023-09-20,E,Sur,51
2023-09-20,B,Sur,91
2023-09-20,C,Sur,47
2023-09-21,D,Este,53
2023-09-21,A,Norte,66
2023-09-21,E,Centro,36
2023-09-22,A,Este,33
2023-09-22,D,Sur,40
2023-09-22,C,Este,15
2023-09-22,B,Oeste,63
2023-09-23,A,Centro,49
2023-09-23,D,Oeste,59
2023-09-23,C,Oeste,16
2023-09-23,D,Oeste,23
2023-09-23,A,Este,41
2023-09-23,A,Oeste,98
2023-09-23,C,Sur,43
2023-09-23,E,Norte,54
2023-09-23,B,Este,96
2023-09-23,B,Centro,71
2023-09-24,B,Norte,84
2023-09-24,C,Centro,27
2023-09-24,B,Oeste,77
2023-09-24,C,Este,42
2023-09-24,B,Centro,93
2023-09-25,C,Centro,73
2023-09-25,B,Norte,67
2023-09-25,C,Sur,73
2023-09-25,C,Sur,24
2023-09-25,C,Sur,10
2023-09-25,B,Oeste,53
2023-09-25,C,Norte,30
2023-09-25,E,Oeste,56
2023-09-25,B,Este,37
2023-09-26,A,Norte,58
2023-09-26,B,Este,100
2023-09-26,A,Oeste,94
2023-09-26,E,Centro,17
2023-09-26,B,Oeste,100
2023-09-26,D,Norte,70
2023-09-27,D,Este,56
2023-09-27,A,Oeste,60
2023-09-27,E,Este,68
2023-09-27,A,Norte,84
2023-09-27,A,Este,84
2023-09-27,B,Oeste,39
2023-09-27,C,Oeste,61
2023-09-28,A,Este,39
2023-09-28,E,Sur,49
2023-09-28,E,Oeste,64
2023-09-28,A,Oeste,75
2023-09-28,C,Sur,10
2023-09-28,A,Norte,107
2023-09-28,D,Norte,29
2023-09-28,C,Oeste,56
